input_text,target_text
Artículo 1887; - El acreedor de cosa cierta no puede ser obligado a recibir otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-1 - El beneficiario de artículo concreto está restringido a ser coaccionado a a obtener otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-2 - El beneficiario de objeto específico no está autorizado a tener que cumplir con a obtener otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-3 - El beneficiario de objeto específico tiene prohibido ser coaccionado a a aceptar otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-4 - El beneficiario de artículo concreto no está en posición de ser coaccionado a a aceptar otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-5 - El beneficiario de elemento definido se le prohíbe estar consternido a aceptar otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-6 - El beneficiario de bien determinado tiene prohibido verse forzado a a obtener otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-7 - El beneficiario de bien determinado tiene prohibido verse forzado a a obtener otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-8 - El beneficiario de elemento definido no está en posición de verse forzado a a aceptar otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-9 - El beneficiario de objeto específico tiene prohibido tener la obligación de a tomar otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-10 - El beneficiario de elemento definido se le prohíbe estar consternido a obtener otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-11 - El beneficiario de mercancía particular no está en posición de estar compelido a a adquirir otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-12 - El beneficiario de bien determinado tiene prohibido ser coaccionado a a tomar otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-13 - El beneficiario de elemento definido se le prohíbe ser coaccionado a a adquirir otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-14 - El beneficiario de bien determinado está restringido a ser coaccionado a a aceptar otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-15 - El beneficiario de mercancía particular no está en posición de estar mandado a adquirir otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-16 - El beneficiario de artículo concreto está impedido de tener que cumplir con a obtener otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-17 - El beneficiario de artículo concreto no está en posición de ser coaccionado a a adquirir otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-18 - El beneficiario de bien determinado se le prohíbe verse forzado a a obtener otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-19 - El beneficiario de elemento definido no está en posición de tener la obligación de a aceptar otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
Artículo 1887;-20 - El beneficiario de elemento definido no está autorizado a estar mandado a adquirir otra aún cuando sea de mayor valor.;,"string dominioCosaCierta = ""debe la traslación de dominio de cosa cierta"";"" string cosaDistintaADebida = ""no acepte cosa distinta a la debida, aún cuando sea de mayor valor"";"""
"Artículo 1888; - La obligación de dar cosa cierta comprende también la de entregar sus accesorios, salvo que lo contrario resulte del título de la obligación o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-1 - La obligación de dar mercancía particular comprende también la de transmitir sus accesorios, a menos que lo contrario resulte del documento del compromiso o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-2 - La obligación de dar artículo concreto comprende también la de ceder sus accesorios, a menos que lo contrario resulte del instrumento de la responsabilidad o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-3 - La obligación de dar bien determinado comprende también la de ceder sus accesorios, con la excepción de que lo contrario resulte del documento del compromiso o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-4 - La obligación de dar mercancía particular comprende también la de transferir sus accesorios, a menos que lo contrario resulte del escrito del deber o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-5 - La obligación de dar elemento definido comprende también la de transferir sus accesorios, con la excepción de que lo contrario resulte del acta de la obligación o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-6 - La obligación de dar objeto específico comprende también la de traspasar sus accesorios, con la excepción de que lo contrario resulte del documento del compromiso o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-7 - La obligación de dar artículo concreto comprende también la de traditar sus accesorios, excepto si lo contrario resulte del escrito del deber o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-8 - La obligación de dar artículo concreto comprende también la de ceder sus accesorios, exceptuando que lo contrario resulte del acta de la obligación o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-9 - La obligación de dar artículo concreto comprende también la de traspasar sus accesorios, excepto si lo contrario resulte del acta de la obligación o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-10 - La obligación de dar elemento definido comprende también la de transmitir sus accesorios, exceptuando que lo contrario resulte del acta de la obligación o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-11 - La obligación de dar mercancía particular comprende también la de transmitir sus accesorios, excepto si lo contrario resulte del acta de la obligación o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-12 - La obligación de dar bien determinado comprende también la de traditar sus accesorios, con la excepción de que lo contrario resulte del instrumento de la responsabilidad o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-13 - La obligación de dar bien determinado comprende también la de traspasar sus accesorios, exceptuando que lo contrario resulte del acta de la obligación o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-14 - La obligación de dar elemento definido comprende también la de transferir sus accesorios, con la excepción de que lo contrario resulte del escrito del deber o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-15 - La obligación de dar mercancía particular comprende también la de transmitir sus accesorios, excepto si lo contrario resulte del instrumento de la responsabilidad o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-16 - La obligación de dar mercancía particular comprende también la de transmitir sus accesorios, exceptuando que lo contrario resulte del instrumento de la responsabilidad o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-17 - La obligación de dar mercancía particular comprende también la de ceder sus accesorios, a menos que lo contrario resulte del escrito del deber o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-18 - La obligación de dar mercancía particular comprende también la de ceder sus accesorios, con la excepción de que lo contrario resulte del escrito del deber o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-19 - La obligación de dar artículo concreto comprende también la de traspasar sus accesorios, con la excepción de que lo contrario resulte del documento del compromiso o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1888;-20 - La obligación de dar elemento definido comprende también la de ceder sus accesorios, exceptuando que lo contrario resulte del escrito del deber o de las circunstancias del caso.;","string accesorios = ""debe entregar la cosa cierta y sus accesorios"";"" string noPactoEnContrarioAccesorios = ""no pacta no entregar los accesorios"";"""
"Artículo 1889; - En las enajenaciones de cosas ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, sin dependencia de tradición ya sea natural, ya sea simbólica; debiendo tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-1 - En las cesiones de artículos ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, independientemente de la entrega ya sea natural, ya sea simbólica; teniendo que tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-2 - En las ventas de bienes ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, al margen de la transferencia material ya sea natural, ya sea simbólica; correspondiendo tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-3 - En las transferencias de objetos ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, al margen de la transferencia material ya sea natural, ya sea simbólica; habiendo de tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-4 - En las ventas de bienes ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, independientemente de la entrega ya sea natural, ya sea simbólica; correspondiendo tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-5 - En las cesiones de artículos ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, al margen de la transferencia material ya sea natural, ya sea simbólica; correspondiendo tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-6 - En las transferencias de objetos ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, independientemente de la entrega ya sea natural, ya sea simbólica; teniendo que tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-7 - En las ventas de bienes ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, independientemente de la entrega ya sea natural, ya sea simbólica; habiendo de tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-8 - En las cesiones de artículos ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, sin necesidad de traspaso físico ya sea natural, ya sea simbólica; correspondiendo tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-9 - En las ventas de bienes ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, al margen de la transferencia material ya sea natural, ya sea simbólica; teniendo que tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-10 - En las ventas de bienes ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, independientemente de la entrega ya sea natural, ya sea simbólica; estando obligado a tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-11 - En las transmisiones de propiedades ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, sin necesidad de traspaso físico ya sea natural, ya sea simbólica; correspondiendo tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-12 - En las transmisiones de propiedades ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, al margen de la transferencia material ya sea natural, ya sea simbólica; correspondiendo tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-13 - En las cesiones de artículos ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, al margen de la transferencia material ya sea natural, ya sea simbólica; correspondiendo tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-14 - En las cesiones de artículos ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, al margen de la transferencia material ya sea natural, ya sea simbólica; habiendo de tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-15 - En las ventas de bienes ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, sin necesidad de traspaso físico ya sea natural, ya sea simbólica; estando obligado a tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-16 - En las ventas de bienes ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, sin necesidad de traspaso físico ya sea natural, ya sea simbólica; correspondiendo tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-17 - En las transferencias de objetos ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, independientemente de la entrega ya sea natural, ya sea simbólica; habiendo de tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-18 - En las ventas de bienes ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, independientemente de la entrega ya sea natural, ya sea simbólica; estando obligado a tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-19 - En las transmisiones de propiedades ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, al margen de la transferencia material ya sea natural, ya sea simbólica; estando obligado a tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1889;-20 - En las ventas de bienes ciertas y determinadas, la traslación de la propiedad se verifica entre los contratantes, por mero efecto del contrato, independientemente de la entrega ya sea natural, ya sea simbólica; estando obligado a tenerse en cuenta las disposiciones relativas del Registro Público.;","string traslacion = ""adquiera el dominio de cosa cierta frente"";"""
"Artículo 1890; - En las enajenaciones de alguna especie indeterminada, la propiedad no se transferirá sino hasta el momento en que la cosa se hace cierta y determinada con conocimiento del acreedor.;","string enajenacionIncierta = ""debe la enajenación de cosa indeterminada;"" string noDeterminaCosaIncierta = ""no determine la cosa indeterminada"";"""
"Artículo 1891; - En el caso del artículo que precede, si no se designa la calidad de la cosa, el deudor cumple entregando una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-1 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple cediendo una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-2 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple traspasando una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-3 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple transmitiendo una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-4 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple traditando una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-5 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple traditando una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-6 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple consignando una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-7 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple transmitiendo una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-8 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple cediendo una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-9 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple traspasando una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-10 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple traspasando una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-11 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple traditando una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-12 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple traditando una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-13 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple consignando una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-14 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple traditando una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-15 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple traditando una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-16 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple traditando una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-17 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple cediendo una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-18 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple traspasando una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-19 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple consignando una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
"Artículo 1891;-20 - En el caso del artículo que precede, si no se designa la calidad de la cosa, el obligado cumple transfiriendo una de mediana calidad.;","string medianaCalidad = ""entregue la cosa de mediana calidad"";"""
